stories_id,publish_date,title,url,language,ap_syndicated,story_date_guess_method,story_extractor_version,story_geocoder_version,story_nyt_themes_version,media_id,media_name,media_url,media_pub_country,media_pub_state,media_language,media_about_country,media_media_type
823890389,"2018-03-14 23:33:57","Idaho science teacher reportedly fed puppy to snapping turtle in front of his students ","https://www.thestar.com/news/world/2018/03/14/idaho-science-teacher-reportedly-fed-puppy-to-snapping-turtle-in-front-of-his-students.html","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",38821,"TorontoStar","http://www.thestar.com/","Canada","Ontario, Canada","English","none","Print Native"
823903184,"2018-03-15 15:00:56","‘An amazing experience’: UK basketball target KyKy Tandy reflects on Rupp Arena debut","http://www.kentucky.com/sports/college/kentucky-sports/uk-basketball-men/article205328884.html#storylink=rss","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",96,"Lexington Herald-Leader ","http://www.kentucky.com/","United States","Kentucky, United States","English","United States","Print Native"
824118079,"2018-03-15 21:07:07","Villanova opens March Madness with win over Radford; will face Virginia Tech or Alabama","http://www.philly.com/r?19=961&43=168371&44=477026223&32=3796&7=195227&40=http%3A%2F%2Fwww.philly.com%2Fphilly%2Fsports%2Fcolleges%2Fvillanova%2Fvillanova-march-madness-final-score-radford-jalen-brunson-mikal-bridges-20180315.html","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",18,"Philadelphia Inquirer","http://www.philly.com/inquirer/",,,"English","United States",
824131701,"2018-03-15 22:02:00","Kentucky&apos;s Calipari on his team not making a 3-pointer against Davidson","http://rssfeeds.cincinnati.com/~/532850798/0/cincinnati-uk~Kentuckyaposs-Calipari-on-his-team-not-making-a-pointer-against-Davidson/","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",26590,"cincinnati.com","http://cincinnati.com","United States","Ohio, United States","English","United States","Digital Native"
824137818,"2018-03-15 21:32:54","Kentucky was poised under pressure. Here’s how the Cats defeated Davidson.","http://www.kentucky.com/sports/college/kentucky-sports/uk-basketball-men/article205430224.html#storylink=rss","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",96,"Lexington Herald-Leader ","http://www.kentucky.com/","United States","Kentucky, United States","English","United States","Print Native"
824136721,"2018-03-15 21:22:47","Two things that may have been overlooked in Villanova's win","http://www.philly.com/r?19=961&43=168371&44=477026893&32=3796&7=195227&40=http%3A%2F%2Fwww.philly.com%2Fphilly%2Fsports%2Fcolleges%2Fvillanova%2Fvillanova-march-madness-ncaa-tournament-radford-alabama-virginia-tech-second-round-20180315.html","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",18,"Philadelphia Inquirer","http://www.philly.com/inquirer/",,,"English","United States",
824161947,"2018-03-15 22:36:23","‘It was a good win for this young team.’ Kentucky freshmen learning as they go.","http://www.kentucky.com/sports/college/kentucky-sports/uk-basketball-men/article205439099.html#storylink=rss","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",96,"Lexington Herald-Leader ","http://www.kentucky.com/","United States","Kentucky, United States","English","United States","Print Native"
824177858,"2018-03-15 23:14:54","John Calipari hopes young Kentucky basketball team learned important lesson versus Davidson","http://rssfeeds.cincinnati.com/~/532861816/0/cincinnati-uk~John-Calipari-hopes-young-Kentucky-basketball-team-learned-important-lesson-versus-Davidson/","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",26590,"cincinnati.com","http://cincinnati.com","United States","Ohio, United States","English","United States","Digital Native"
824226211,"2018-03-16 00:00:32","Three takeaways from Kentucky’s NCAA win and next foe Buffalo","http://www.kentucky.com/sports/spt-columns-blogs/sidelines-with-john-clay/article205449729.html#storylink=rss","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",96,"Lexington Herald-Leader ","http://www.kentucky.com/","United States","Kentucky, United States","English","United States","Print Native"
824226222,"2018-03-16 01:11:54","Everything Buffalo had to say after upsetting Arizona in NCAA Tournament","http://www.kentucky.com/sports/spt-columns-blogs/sidelines-with-john-clay/article205453834.html#storylink=rss","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",96,"Lexington Herald-Leader ","http://www.kentucky.com/","United States","Kentucky, United States","English","United States","Print Native"
